name,price,discount,rating,rating_review_count,description,image_url
"Nokia 106 Single Sim Keypad Phone with Built-in UPI App, MP3 Player","₹1,149",32% off,3.8,"7,808 Ratings & 418 Reviews","32 MB RAM | 32 MB ROM
17.02 cm (6.7 inch) Display
1000 mAh Battery
SC6531E Processor
1YR BRAND WARRANTY ON HANDSET & 6 MONTHS WARRANTY ON ACCESSORIES",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/y/y/106-ta-1578-ss-nokia-original-imah3kfbhferbgah.jpeg?q=70
"Samsung M06 5G (Blazing Black, 128 GB)","₹12,400",19% off,4.1,851 Ratings & 60 Reviews,"6 GB RAM | 128 GB ROM
17.02 cm (6.7 inch) Display
50MP Rear Camera
5000 mAh Battery
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/h/y/x/-original-imaha58mehzvmk9w.jpeg?q=70
I Kall K75 CAR,"₹1,215",58% off,4,24 Ratings & 2 Reviews,"32 MB RAM | 32 MB ROM
4.57 cm (1.8 inch) Display
0.3MP Rear Camera
800 mAh Battery
12 months",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/y/k/k75-car-k75-i-kall-original-imah3xqfz8vc8pcp.jpeg?q=70
"Samsung Galaxy A55 5G (Awesome Navy, 256 GB)","₹33,990",30% off,4.3,735 Ratings & 52 Reviews,"12 GB RAM | 256 GB ROM | Expandable Upto 1 TB
16.76 cm (6.6 inch) Full HD+ Display
50MP + 12MP + 5MP | 32MP Front Camera
5000 mAh Battery
Samsung Exynos 1480 Processor
1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/q/q/t/-original-imahbzpzhcptykzf.jpeg?q=70
"Motorola G85 5G (Cobalt Blue, 128 GB)","₹15,999",23% off,4.4,"2,60,434 Ratings & 12,807 Reviews","8 GB RAM | 128 GB ROM
16.94 cm (6.67 inch) Full HD+ Display
50MP + 8MP | 32MP Front Camera
5000 mAh Battery
6s Gen 3 Processor
1 Year on Handset and 6 Months on Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/9/t/4/-original-imahgqnzvvsctmwr.jpeg?q=70
"Infinix Note 50s 5G+ (Marine Drift, 128 GB)","₹19,999",,4.4,"10,553 Ratings & 656 Reviews","6 GB RAM | 128 GB ROM
17.22 cm (6.78 inch) Full HD+ Display
64MP + 2MP | 13MP Front Camera
5500 mAh Battery
Dimensity 7300 Ultimate Processor
1 Year Warranty for Handset and 6 Months Warranty for Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/e/q/e/note-50s-5g-x6870-infinix-original-imahed76uqznguef.jpeg?q=70
"Google Pixel 9A (Porcelain, 256 GB)","₹39,999",20% off,4.5,"7,430 Ratings & 499 Reviews","8 GB RAM | 256 GB ROM
15.96 cm (6.285 inch) Full HD+ Display
48MP + 12MP | 12MP Front Camera
5100 mAh Battery
Tensor G4 Processor
1 Year Domestic Warranty",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/0/q/f/-original-imahadxg8mgjzrfh.jpeg?q=70
"Motorola Edge 50 Neo (PANTONE Nautical Blue, 256 GB)","₹20,999",30% off,4.4,"32,431 Ratings & 3,056 Reviews","8 GB RAM | 256 GB ROM
16.26 cm (6.4 inch) Super HD Display
50MP + 13MP + 10MP | 32MP Front Camera
4310 mAh Battery
Dimensity 7300 Processor
1 Year Warranty on Handset and 6 Months Warranty on Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/q/s/edge-50-neo-pb330006in-motorola-original-imah4pxa4szzfgsv.jpeg?q=70
Kechaoda K115,₹999,33% off,4.1,"43,663 Ratings & 2,718 Reviews","32 MB RAM | 32 MB ROM | Expandable Upto 16 GB
3.66 cm (1.44 inch) QVGA Display
0.3MP + 0MP | 0MP Front Camera
850 mAh Battery
NO Processor
3 Months Company Warranty",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/r/k/7/k115-k115-amozkart-original-imahggfjc5gk4uz4.jpeg?q=70
"Samsung Galaxy F16 5G (Bling Black, 128 GB)","₹15,499",18% off,4.2,"3,531 Ratings & 218 Reviews","8 GB RAM | 128 GB ROM
16.91 cm (6.657 inch) Full HD+ Display
50MP + 5MP + 2MP | 13MP Front Camera
5000 mAh Battery
Dimensity 6300 Processor
1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/0/p/e/-original-imahcreftgm2kxjh.jpeg?q=70
"Nokia 105 Single SIM, Keypad Mobile Phone with Wireless FM Radio","₹1,288",7% off,4,"80,205 Ratings & 4,889 Reviews","32 MB RAM | 32 MB ROM
4.5 cm (1.77 inch) QVGA Display
0MP Front Camera
800 mAh Lithium Ion Battery
SC6531E Processor
1YR BRAND WARRANTY ON HANDSET & 6 MONTHS WARRANTY ON ACCESSORIES",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/i/q/x/105-single-sim-keypad-mobile-phone-with-wireless-fm-radio-nokia-original-imah53fnka3xgtxh.jpeg?q=70
itel it5027 Slim Keypad Mobile | 2.4 inch Display| Type C Charging,"₹1,119",32% off,4.1,"1,488 Ratings & 96 Reviews","4 MB RAM | 4 MB ROM
6.1 cm (2.4 inch) Display
0.3MP Rear Camera
1200 mAh Battery
1 year manufacturer",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/l/t/n/it5027-slim-keypad-mobile-2-4-inch-display-type-c-charging-original-imahgpryxgcg3htj.jpeg?q=70
Samsung 1200,₹998,33% off,3.1,"5,958 Ratings & 396 Reviews","32 MB RAM | 32 MB ROM
3.81 cm (1.5 inch) Display
800 mAh Battery
NO WARRANTY",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/4/4/w/1200-1200-samsung-original-imah8gg9gchvy2hx.jpeg?q=70
